<<<<<<< Updated upstream
[
 {
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @BEzure: Male victims need campaigns. They're not even recognised. #DV #domesticviolence @AnikaRoseAus @MT8_9 @FeminismIsLies http://t.c…",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "#MKR if those girls use the word Sass one more time.. it does not mean what they think it means. #dictionary #dumbblonde #ergh",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "The word “female” could be replaced with the word “bitch” and the sentence would still come off the same way. Women don’t just sit up and refer to men as males. We call y’all men, like y’all should be called.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "We shouted #FreeBoosie for 5 years and all we've gotten is bad music, rape jokes, and a graphic description of gay prison sex.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "10. men who have no gay or lesbian friends 11. men who think rape jokes are funny",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @mrlowercasea: #questionsforwomen #questionsformen Do you view someone less reasonably if they openly declare hatred of your gender? htt…",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "This asshole is quite the charmer. He makes rape jokes and gay jokes all in one. Ladies you are missing out!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "yo y'all read this thread this is some good shit especially when peeps try to defend rape/gay jokes &amp; etc",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@ToeiAnimation They think it is a joke, it is not okay making gay jokes, rape jokes, pedophile jokes, mocking fans and even mocking people with autism. #DragonBallSuper #DBZ #Funimation",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I'm so disgusted there is a \"singer\" making jokes about gay people and rape",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Mitt Romney is close-minded, uneducated and sexist. He doesn't deserve to win. His views on women, gay people and rape are old fashioned.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "If you make jokes about self harm, rape, suicide, depression, diseases, gay rights, or anything of that sort, i probably fucking hate you.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Tw: rape Gay people are being raped in conversion camps BECAUSE of people like you who call us sick this is why we make “I hate het” jokes.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Shut up Kat.  #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@cjn159u To an extent...we are not exactly overwhelmed with great options/choices.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @ash_p_ash: Faaark! The blonde promo girl walks with all the grace of a tradie in drag #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "“@embracelunacy: Suicide is not funny. Neither are rape jokes, gay jokes, or 'retarded' jokes. That shouldn't even have to be said.”",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Rape jokes aren't funny gay jokes aren't funny I can't stress this enough",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @AustinDrawbond I swear I'm not sexist but there are way too many female drivers in this town.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "And now for the dish that best represents the girls...... A big deconstructed TART  #MKR",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Your trans jokes, gay jokes, fat jokes, disability jokes, rape jokes, all your attacks on appearance and orientation and body etc all harm *other people* who have fuck all to do with your original targets. Coulter is ideologically a Golgotha shit monster, attack her for that.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@stirfryedshana yes, I can get down w/ lighthearted gay jokes that are actually funny, but the rape/abuse jokes are just never funny",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "After reading all d RAPE and GAY jokes on Chris Gayle after IPL innings,I really appreciate how much we Indians celebrate RAPE!!!! #sick",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I love how everyone was in love with Frankie Grande now everyone knows that he's an ignorant 31 year old white gay who jokes about rape.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... http://ift.tt/1iDWpO6",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Finally, sexist jokes. Yes, the research shows that exposure to sexist humor, particularly related to sexual assault (rape jokes), can increase men’s aggression towards women and their self-reported willingness to rape a woman. Studies listed here: https://xyonline.net/books/bibliography/27-violence-and-responses-violence/b-violence-including-sexual-violence-and-5",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "There are male comedians who joke about rape, minorities, and 9/11 and nobody says a word. She makes a joke about her home being like prison because she’s gay and wearing the same clothes, and you lose your mind. Take your fake outrage elsewhere.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Yeah, I like jokes about incest, racism, gay ass rape and coprophilia. And I love baby bunnies too. I'm a complicated man.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Bitch is a derogatory term used on females, It’s not nice to call yourself that",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Use my cousin rin. Makes rape jokes but says being gay is a sin bc bible",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@taenips @mxnira @pumpkey_ @dresstokilI @DrunkSehun because she literally hasn't said anything about the rape jokes, only the gay thing to",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "females will call you a “Bitch ass nigga” and lay right on your bitch ass chest",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I feel ya, sadly it’s everywhere. There are alt-righty groups in the desert parts of California and I haaaate it ouo” I was the only AFAB person in a party of gay AND straight dudes making rape jokes and wanted to escapé",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@Capt_Privilege ah yes those evil set PA's  getting all that SJW coffee and helping direct traffic at the crew feminazi parking area",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I'm sure he calls female co-workers \"fucking bitch\" all the time",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Very homophobic, said he would prefer his own son dead than gay. Told a representative that he wouldn't rape her because she was too ugly to deserve rape. Planned false flag attacks on military bases to increase funding to the military (but said it was a joke when found).",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @MenOnStrike: #QuestionsForMen Why do we stand aside when a vocal minority screams we have more rights than women? http://t.co/Ea6VlrR9aa",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "“@Heygossipdrive: Two things that piss me off the most are rape jokes and gay jokes. Just. Don't.”I was gonna say a gay joke...butt fuck it",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "You should sit in these said trainings-I have. The mockery goingon-hellish jokes made all through-disgusting! Try Sexual Harassment training-oh hell; rape jokes/gay jokes! Training is a laughing matter to the intimidated males!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": ".@tim_geelen @eaballesty Not true.  Feminism is also about getting free stuff and using benevolent sexism/chivalry to their advantage.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @2DogsCaged: @MT8_9 @Justin_Thyme_ @B1gTruckDriver @joyintorah18 ..song ranked No.1 on 26 record charts &amp; received 5 Grammy Noms. http:/…",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": ".@ArchSuriel \"I hope nobody notices my rape joke and gay joke that I made in the past week before I change my avatar to the red equal sign\"",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @ollie_lobb How come when women joke about men its not sexist but the other way round it is ?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Need what he's smoking @RajAshok5 Being feminist isnt sexist BUT ASKING LAWS &amp; INSISTING THAT WOMEN ARE CORRECT ALWAYS, MEN ARE CRIMINALS IS",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "It’s because, from personal experience, “females” has been the replacement for “bitches” by the shitty men who’ve been asked not to call me/us that so they essentially ruined the word for any respectful man bc now all we hear is the shitty connotation it now has.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@lismarie56 we decided last night that she's a 'prawn head', particularly in that red dress #mkr #kat",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Honestly no one cares if Solomon is gay or not people shouldnt take that as anything or act homophobic the real purpose people should actually have a reason to get upset is cuz of the rape issue soo i agree with you..... No one should be making stupid homophobic memes or jokes",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "“@Forking_Awesome: Hey Colin... The 1980s called. They want their pushed up jacket sleeves back #MKR” Miami Vice Rules!!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "If a man touches a 18 yo its rape but if they have Gay sex its GREAT! What a joke!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @joeyramos67: Something about women commentating on football really fucking bugs me #notsexist  #dotheyreallyknow or #readingaprompter",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "miley cyrus 1 month ago: i'm genderqueer and pan miley cyrus now:*makes transphobic jokes and slurs* *says every1 is gay if drunk+rape joke*",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "http://www.youtube.com/watch?feature=player_embedded&amp;v=I92701JPhKo#at=124 YOU FUCKING PILE OF SHIT. Gay jokes AND rape jokes? Go to hell. Why is this piece of shit famous at all?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "what @TheRobotard8000 call me sexist or old fashioned, but the new trend of dudes taking alimony is shameful and utterly unmasculine.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "CLOUD (edited): “It’s lazy for a comedian to be ‘politically incorrect’ and ‘edgy’ by shitting on gay people or making a rape joke. All that does is further the status quo.”",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "seriously colin stop smiling/smirking. frowning looks better on you. #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I didn't say it wasn't a derogatory term, just that it isn't necessarily sexist. When you call a female a bitch, are you really saying anything about her being a female or that she was acting in a way that was pissing you off? Her outrage is purely to politicize the interaction.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "These girls really put the ASS in sass #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@duff_girl_ohyea Saw a comedian last night that led with gay jokes, then moved on to race, and finishes with rape. Trifecta of bad taste.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Past time to bring the misogynistic, foul mouth hatred into the open. Yoho can’t hide behind his female relatives. Does he call them fucking bitches?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@HumanistFury @mcRelyt Given that it's WaPo...laying odds...",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @IanPipebomb Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @robertosamalia: @YesYoureSexist if I was sexist my retort would be, \"make me a sandwich\", but as I'm not ill just forget about y'all in…",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@amberhasalamb Can you comment on Ford doing the VERY thing she complains of...? http://t.co/gBvOjnmbcV",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "It’s homophobic AF to attack a lesbian standing up for her community’s rape statistics. It’s anti-gay not wanting us counted. That’s also sexist. Anyone associated with the LGBA is actively working against LGBT rights, both in the UK and America. You’re against gay rights.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @IrkMeIngram Call me sexist if you will, but men are far more civilised during these debates than women. #debtdebate",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "So those blonde chicks are gone, yayy #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@MK_StreetTeam he said lesbians choose to be gay, told jocas to kill herself, and made the gang rape joke on vic so yeah",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Sorry I just call females bitches the same way y’all call us niggas",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "you females really be letting ya man call you they bitch?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Cleaaarly i get the quote on quote joke sony guys are gays My point is and still stand just because ur gay does not mean ur ok with others touching u without ur consent Clearly and it pains me to see this ur minimizing the rape culture No matter how u try to spin it no consent",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Shocking no one in particular, Miley Cyrus makes date rape joke onstage at GAY &amp; licks a giant penis. http://gu.com/p/3p62t/tw via @guardian",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": " lames crying over hoes thats tears of a clown ",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@CCMSparkster I think it's theoretically possible to tell a \"good\" gay joke or rape joke, as long as it's directed against the bullies.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Nope, since the Common Purpose Marxist indoctrinated university graduates have gained rank, the police have gone from a global leader to laughing stock. Gay prancing, Muslim rape gang appeasing, BLM knee bending jokes.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I guess that since Jared hasn't apologied for calling gay people “poofters” and making rape jokes he still stands by these views?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Rape jokes, gay jokes, albeism, 'slut' shaming, making fun of people's financial situations, voices, clothes, physical appearance etc...",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "*cough* slut *cough #MKR",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I hope that I'll be successful someday. And every older woman who told me that my gay mermaid story was ”superfluous, ” every creep who sent me rape jokes... Can stick it.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Actually prison rape is done forcefully without lube or any preparation for the victim. It’s a violent act of assault meant to injure. Cool that you remember all the great gay sex jokes from the 90s though. Tossing salad is when they lick the bunghole!! classic stuff",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "When you see an iconic comedian and all he does is make lazy jokes about rape, millennials, trans people and gay people.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "All my homegirls know they aren’t to say it around me. But they can say whatever they like when I’m not there. I’ll only call a female a bitch if I truly don’t know her name “that bitch over by park street”",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "OH MY GOD. KAT IS SUCH A FUCKING BITCH. SO MUCH HATE #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "they call him a bitch but i can't find one moment where he becomes a female dog idk if im just blind or they saw something i didn't",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Oh shut up Kat! Can't stand her grrrrrr #MKR",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Gay jokes and rape jokes?? Y'all pray for her she needs attention",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Why don't the like me Andre?  #mkr. #cuntfacebitch http://t.co/dBVWcHHwvz",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "These girls should know skinny sausages are no fun at all. #mkr",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@SethMacFarlane @thesulk As someone who has watched FG since the beginning (I’m talking middle school, pre-original cancellation days), I’m happy to see the articles about “phasing out” gay jokes. Would love to watch an ep w/o a rape joke, too.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Women need to stop being called \"girls,\" shit. @HussMiawad Girls need reassurance not real men. I'm not sexist just practical and observant",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I’m gay and have been sexually abused and I find homophobia jokes and rape jokes funny. It is just because you’re sensitive",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@HPluckrose @Feminazi_Front how can you call that inequality? That dynamic exists because it's necessary for the existence of our species",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Oh my god there’s a gay character who has a dog named f***t and they just made their second rape joke",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "It's sad that a newspaper as big as the NY Post can/choose to make a gay rape joke it's big headline. Fogle is scum tho",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @ben_thomas93 Call me sexist but really don't find female comedians funny at all",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Also: people get angry when you ask them not to use the N-word or tell gay or rape jokes. Because they totez didn't mean it like that.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "1) don’t use the n word if you’re not black 2) rape is not a joke 3) gay is not an insult",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I Hate when a guy call a female a bitch. Like dude that’s so disrespectful.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I find rape jokes distasteful, and I usually politely tell people not to make them. But I'm not trying to force them to stop. Some rape victims make rape jokes, themselves. But that's theirs to joke about. Just like I have the right to call myself a faggot, because I'm gay.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "#MKR suck it kat u kent!!!",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Whole time niggas be making rape a joke to make they friends laugh. Gay",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "„To get rid of Jeremy is part and parcel of the feminazi thought-police tactics that are strangling this country.“ http://t.co/A3ospKIpDE",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": ".@SopranoJM  ...can't relate.  Have to be overtime of Game 7 of the Stanley Cup Finals w/ no DVR.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Having read it I fully acknowledge my white privilege in that it's less the racial slurs for me, more the misogyny, gay slurs and rape jokes",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Chappelle's recent stand up he still told the same offensive jokes about race, Gay people, and Even Rape. topics you \"never\" suppose to joke about. Some people were outraged and he just ignored them because he understands that comedy is the one thing that can't be filtered.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "One (daily beast) was called out by ethics groups for trying to out gay Olympian’s, one (deadspin) has an editor who has made rape jokes and the third (vice) was so toxic and sexist they had to bring in someone from the outside to try and clean it up.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "@ZackFord @femfreq So stop crying and make some movies with female protagonists. Or is whining all you are good for?",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "rape is not a joke, neither is suicide, gay is not an insult, and the \"R word\" should not be used under any circumstance. got it? good.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I need to stop making jokes about rape,suicide,gays,sex,&amp; white people.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "I played the part. Gay and queer weren’t descriptions of people. They were slang terms used as insults that I used far too often. Crass jokes about race, homosexuality, gender, rape, mental illness were fine cause they were just “jokes”. I believed this, because I was stupid.",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "RT @Barnflake: Saw a woman driving a lorry in town today. Some serious irony when it turned out to be the hoover lorry though. #NotSexist",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Person go just wake up and decide to call herself \"bad bitch\", abeg Shey u be female dog ni?... Some ladies sha...",
   "input": ""
 },
 {
   "text": "Here is a classification that determines whether a given text is considered cyberbullying or not; and if so, which kind. ",
   "output": "gender",
   "instruction": "Gay Filipino Comedian Apologises to News Executive for Rape Joke Gone Bad ... - http://googlejoke.org/gay-filipino-comedian-apologises-to-news-executive-for-rape-joke-gone-bad.html",
   "input": ""
